2.6708e-05	7.8323e-05	4.4364e-05
2.4282e-05	5.1904e-05	5.0389e-05
1.9684e-05	6.183e-05	4.0713e-05
2.0346e-05	4.7296e-05	2.0576e-05
2.1761e-05	3.8261e-05	3.1521e-05
3.0125e-05	6.0869e-05	2.9474e-05
6.5973e-05	2.2785e-05	3.245e-05
5.2085e-05	4.563e-05	5.4447e-05
0.00010713	8.5196e-05	8.7555e-05
6.2085e-05	7.5362e-05	5.7645e-05
5.2469e-05	5.0699e-05	2.7236e-05
6.6323e-05	7.7097e-05	3.9467e-05
6.4016e-05	5.3317e-05	3.928e-05
5.8333e-05	4.0605e-05	4.7097e-05
3.5538e-05	5.9239e-05	5.6578e-05
5.8046e-05	4.3036e-05	4.1001e-05
3.7879e-05	3.1146e-05	4.7293e-05
1.9205e-05	4.6439e-05	2.7461e-05
4.1228e-05	3.2505e-05	3.9918e-05
4.2138e-05	6.0206e-05	0.00011757
4.341e-05	0.00013209	3.7259e-05
6.8888e-05	0.00011644	6.3539e-05
8.5296e-05	6.3847e-05	5.1347e-05
8.2154e-05	8.9153e-05	2.3969e-05
4.9295e-05	5.7627e-05	4.509e-05
4.1019e-05	8.6128e-05	5.8414e-05
6.951e-05	5.0825e-05	2.691e-05
7.7073e-05	7.3084e-05	5.9263e-05
0.00010456	0.0001066	2.3625e-05
5.0474e-05	5.9252e-05	2.9093e-05
4.4253e-05	6.7694e-05	3.5241e-05
3.2944e-05	7.554e-05	2.9939e-05
4.9561e-05	5.201e-05	3.0352e-05
8.8144e-05	7.2545e-05	4.8713e-05
3.1242e-05	3.2313e-05	3.5561e-05
5.4548e-05	9.2438e-05	2.7572e-05
6.8084e-05	7.0127e-05	5.0354e-05
0.00010371	0.00012549	7.2989e-05
5.4292e-05	0.00010295	3.4165e-05
5.0084e-05	0.00010719	5.0616e-05
0.00019099	0.00013451	9.4547e-05
0.00017039	0.00026338	0.00011214
0.000191	0.00013719	0.00011866
0.00015873	0.0001057	7.5355e-05
0.00011182	0.0001502	3.989e-05
9.0454e-05	7.3844e-05	0.00011067
0.00010651	7.5614e-05	7.0086e-05
6.7881e-05	0.00012107	6.4819e-05
5.4014e-05	7.665e-05	4.6962e-05
3.08e-05	9.2907e-05	2.0943e-05
0.00017325	6.0883e-05	0.00010584
6.1895e-05	0.00011931	5.4041e-05
7.7371e-05	8.3952e-05	7.0542e-05
0.00012766	0.00015235	0.00010168
6.3216e-05	8.1898e-05	3.7868e-05
4.7638e-05	6.9451e-05	3.8198e-05
6.9671e-05	7.2992e-05	4.6962e-05
4.605e-05	6.3911e-05	3.2586e-05
6.7481e-05	4.8205e-05	3.8947e-05
4.1293e-05	8.0397e-05	6.3095e-05
9.022e-05	2.9639e-05	2.9397e-05
0.00012041	7.0764e-05	5.3981e-05
0.00013072	4.3738e-05	4.7202e-05
8.4976e-05	0.00013021	6.7861e-05
5.48e-05	4.7443e-05	5.6585e-05
4.2625e-05	5.4267e-05	5.799e-05
3.5848e-05	2.195e-05	2.3044e-05
8.2751e-05	9.5763e-05	6.4165e-05
5.4626e-05	7.88e-05	6.3414e-05
5.5486e-05	8.994e-05	2.9366e-05
6.5947e-05	0.00010938	5.0514e-05
7.4113e-05	0.00010625	8.5846e-05
4.9015e-05	5.404e-05	5.5722e-05
8.8242e-05	7.0262e-05	5.7326e-05
7.0776e-05	3.645e-05	4.2038e-05
4.8204e-05	6.2201e-05	4.5036e-05
5.8907e-05	8.4265e-05	3.1451e-05
4.454e-05	4.7451e-05	2.3832e-05
4.199e-05	3.6838e-05	2.7399e-05
2.2041e-05	5.35e-05	3.3453e-05
6.7009e-05	4.9743e-05	5.1698e-05
8.6576e-05	9.9793e-05	6.9129e-05
6.4392e-05	5.4569e-05	4.7954e-05
6.6631e-05	5.6622e-05	3.2887e-05
4.9962e-05	8.9514e-05	5.0855e-05
2.8413e-05	7.8004e-05	1.5751e-05
4.7655e-05	5.5435e-05	2.3979e-05
3.4679e-05	4.0684e-05	2.8103e-05
3.5408e-05	2.0235e-05	3.1445e-05
1.9368e-05	2.6245e-05	1.9554e-05
3.3923e-05	3.0997e-05	3.0703e-05
0.00010726	7.0245e-05	4.38e-05
8.3075e-05	0.00014501	6.6039e-05
7.978e-05	8.8146e-05	5.8602e-05
8.5256e-05	8.1516e-05	5.2256e-05
8.7789e-05	7.5726e-05	7.4297e-05
7.4495e-05	8.7592e-05	5.858e-05
6.512e-05	7.6411e-05	4.5235e-05
0.00012337	0.00010302	5.7864e-05
8.6176e-05	8.3842e-05	4.7059e-05
8.6512e-05	7.4761e-05	4.672e-05
7.7979e-05	3.5641e-05	4.1956e-05
8.7996e-05	0.00010744	9.1132e-05
8.3491e-05	5.892e-05	6.9558e-05
7.8542e-05	5.1311e-05	6.7169e-05
4.7513e-05	5.8965e-05	3.0723e-05
4.7017e-05	5.7875e-05	3.5769e-05
5.7426e-05	5.2716e-05	4.8012e-05
4.7218e-05	4.8188e-05	6.7001e-05
5.9245e-05	4.6e-05	4.5627e-05
4.1267e-05	2.4134e-05	4.1253e-05
5.3489e-05	5.2474e-05	6.4755e-05
4.6689e-05	4.627e-05	7.6793e-05
4.6734e-05	3.645e-05	3.4911e-05
3.3218e-05	2.9441e-05	6.5177e-05
3.4883e-05	4.0051e-05	3.1425e-05
