9.1187e-06	4.2857e-05	2.378e-05
7.5936e-06	2.0779e-05	2.0769e-05
1.0817e-05	3.8695e-05	1.9519e-05
8.9466e-06	3.1453e-05	1.0525e-05
1.0632e-05	1.6065e-05	1.2868e-05
8.0598e-06	2.971e-05	1.6098e-05
4.366e-05	1.3766e-05	1.3124e-05
2.2985e-05	2.1653e-05	1.9361e-05
7.2586e-05	4.2294e-05	5.1104e-05
3.4627e-05	2.7124e-05	2.1585e-05
3.2298e-05	2.5567e-05	1.5815e-05
2.8566e-05	3.552e-05	1.7218e-05
3.3933e-05	3.0402e-05	2.7765e-05
2.1791e-05	1.4617e-05	2.4938e-05
1.6142e-05	2.9168e-05	3.2294e-05
2.8275e-05	1.6973e-05	2.0957e-05
2.1928e-05	1.5516e-05	2.0807e-05
9.9503e-06	1.5711e-05	1.2876e-05
1.9248e-05	1.7624e-05	2.0787e-05
2.3859e-05	3.7912e-05	8.7363e-05
1.8676e-05	6.3627e-05	1.9152e-05
3.4352e-05	0.00010939	3.1275e-05
5.379e-05	3.4725e-05	3.406e-05
3.0206e-05	3.9745e-05	7.5913e-06
3.0344e-05	3.6417e-05	2.0492e-05
2.3254e-05	2.6444e-05	2.5914e-05
3.1908e-05	1.6114e-05	8.6775e-06
4.6477e-05	4.0163e-05	3.0404e-05
3.2721e-05	3.4916e-05	6.1555e-06
2.3533e-05	3.5892e-05	1.5956e-05
1.9071e-05	3.4206e-05	1.8533e-05
1.3597e-05	3.343e-05	1.1641e-05
2.4848e-05	2.8451e-05	1.7458e-05
5.1316e-05	3.396e-05	2.2475e-05
1.4368e-05	1.0896e-05	1.8051e-05
1.3429e-05	2.9747e-05	1.1161e-05
4.1481e-05	4.6571e-05	3.6177e-05
7.1566e-05	7.0697e-05	4.8234e-05
1.6312e-05	6.505e-05	1.1766e-05
2.067e-05	4.4245e-05	2.5164e-05
0.00011926	7.6702e-05	5.4538e-05
9.7848e-05	0.00017181	6.3621e-05
8.9404e-05	7.6059e-05	5.5823e-05
9.5573e-05	5.7344e-05	4.756e-05
5.9815e-05	6.4983e-05	1.849e-05
3.7777e-05	2.3696e-05	2.5848e-05
3.2566e-05	2.1935e-05	2.197e-05
2.9494e-05	4.1531e-05	1.9864e-05
3.1395e-05	3.8419e-05	2.8391e-05
1.5497e-05	5.3693e-05	1.1146e-05
9.9768e-05	2.0088e-05	6.0971e-05
2.9946e-05	6.0549e-05	3.0484e-05
2.9431e-05	2.4636e-05	2.1986e-05
7.6959e-05	9.7788e-05	5.4502e-05
3.3017e-05	3.8591e-05	2.0038e-05
2.6317e-05	2.6684e-05	2.1193e-05
3.0988e-05	3.6435e-05	1.7803e-05
1.2585e-05	2.676e-05	1.1114e-05
3.3506e-05	1.427e-05	1.7351e-05
1.7897e-05	3.7198e-05	2.2585e-05
5.5794e-05	1.733e-05	1.6836e-05
6.4397e-05	3.4381e-05	2.932e-05
3.8753e-05	1.981e-05	2.0271e-05
5.6054e-05	9.6831e-05	4.6619e-05
2.2067e-05	1.9906e-05	2.6284e-05
1.7169e-05	2.8653e-05	2.389e-05
1.4546e-05	9.9251e-06	1.1383e-05
3.3136e-05	6.318e-05	4.3193e-05
2.5873e-05	4.4847e-05	3.6331e-05
1.7353e-05	2.52e-05	1.113e-05
3.2043e-05	4.2253e-05	2.7267e-05
2.7063e-05	3.9292e-05	4.4815e-05
1.842e-05	1.9201e-05	2.7024e-05
5.5098e-05	3.7746e-05	3.6577e-05
3.5742e-05	1.7094e-05	1.5663e-05
2.1923e-05	2.2826e-05	1.3987e-05
3.7356e-05	5.4856e-05	1.6837e-05
1.7647e-05	1.5971e-05	1.2036e-05
1.9369e-05	1.9896e-05	1.103e-05
7.5299e-06	1.9472e-05	1.6901e-05
3.3555e-05	3.0603e-05	2.4701e-05
3.7827e-05	5.9219e-05	3.7671e-05
2.7725e-05	3.2977e-05	2.7567e-05
3.6721e-05	1.9452e-05	1.8746e-05
1.8352e-05	1.1559e-05	1.7315e-05
1.4053e-05	1.9719e-05	7.1078e-06
2.2126e-05	3.8426e-05	1.5769e-05
6.8208e-06	1.4948e-05	1.1838e-05
1.1678e-05	1.3269e-05	1.6814e-05
9.7135e-06	1.5609e-05	1.1966e-05
1.3996e-05	1.8566e-05	1.6388e-05
4.5652e-05	4.9172e-05	2.3078e-05
5.1461e-05	8.4571e-05	4.0369e-05
5.0936e-05	3.6026e-05	2.8332e-05
4.1471e-05	3.7916e-05	2.1895e-05
5.5483e-05	5.0178e-05	4.2488e-05
2.444e-05	4.6554e-05	3.0599e-05
3.0432e-05	4.1976e-05	2.5791e-05
5.9702e-05	5.3359e-05	3.275e-05
6.2185e-05	4.9407e-05	3.1831e-05
4.4978e-05	3.8698e-05	2.5769e-05
4.6348e-05	2.2034e-05	2.7758e-05
4.2407e-05	5.2151e-05	3.9757e-05
5.1109e-05	3.2869e-05	3.6934e-05
3.6537e-05	2.4517e-05	3.7156e-05
2.3986e-05	3.0409e-05	1.5006e-05
2.3555e-05	3.4413e-05	1.4792e-05
2.999e-05	2.1472e-05	2.3319e-05
2.0749e-05	2.2048e-05	3.1847e-05
1.7701e-05	2.1081e-05	1.9744e-05
1.5974e-05	7.3642e-06	2.1108e-05
2.2954e-05	2.6224e-05	3.2769e-05
2.8165e-05	2.9363e-05	3.1588e-05
1.6627e-05	1.0856e-05	2.3637e-05
1.7809e-05	1.5335e-05	3.2414e-05
1.2421e-05	2.3693e-05	1.997e-05
2.5052e-05	4.1222e-05	5.0226e-05
1.2502e-05	2.2575e-05	2.6217e-05
1.5782e-05	1.9998e-05	2.548e-05
1.4e-05	1.4722e-05	1.2412e-05
1.3669e-05	1.4147e-05	1.434e-05
1.8445e-05	1.9629e-05	2.7102e-05
3.4207e-05	1.6883e-05	2.0975e-05
3.0632e-05	4.0055e-05	4.279e-05
3.2835e-05	2.1767e-05	2.5735e-05
2.0835e-05	2.8486e-05	2.6935e-05
2.2328e-05	2.0114e-05	1.5144e-05
4.3403e-05	5.3129e-05	4.2519e-05
1.9635e-05	2.549e-05	9.1995e-06
4.4214e-05	5.0937e-05	2.1342e-05
3.7251e-05	4.7737e-05	1.8815e-05
1.3726e-05	2.6326e-05	1.491e-05
1.5084e-05	1.7726e-05	9.4992e-06
4.2389e-05	2.6484e-05	1.9387e-05
2.8663e-05	3.2699e-05	2.6365e-05
4.1987e-05	2.9252e-05	1.6364e-05
3.5758e-05	4.8878e-05	3.7161e-05
3.0829e-05	2.0866e-05	2.3022e-05
3.3415e-05	4.4204e-05	2.7792e-05
3.2193e-05	3.4958e-05	1.3589e-05
2.9736e-05	4.3846e-05	2.3359e-05
5.5997e-05	6.9605e-05	3.5882e-05
6.2453e-05	7.5431e-05	3.4915e-05
8.2835e-05	0.00014746	7.2481e-05
5.3026e-05	4.7521e-05	1.9353e-05
4.6716e-05	3.4924e-05	2.5577e-05
4.3509e-05	1.8813e-05	1.9986e-05
4.1519e-05	3.7315e-05	2.1565e-05
2.137e-05	2.8595e-05	1.7322e-05
4.7828e-05	3.7084e-05	2.4064e-05
6.6557e-05	0.00010001	5.2411e-05
6.2555e-05	0.00011108	2.733e-05
3.5646e-05	3.9301e-05	2.2001e-05
3.03e-05	2.1659e-05	1.9183e-05
3.0109e-05	3.0779e-05	1.5435e-05
4.33e-05	3.4663e-05	2.8608e-05
2.4407e-05	2.8866e-05	1.2889e-05
3.374e-05	2.9716e-05	2.3207e-05
5.1952e-05	5.9235e-05	3.3179e-05
4.4441e-05	8.0334e-05	6.5118e-05
0.00010707	8.2632e-05	3.8076e-05
0.00010164	4.0548e-05	3.8049e-05
4.057e-05	2.968e-05	4.2e-05
7.8954e-05	3.9167e-05	4.7914e-05
0.00011347	6.7289e-05	4.8991e-05
9.907e-05	4.2221e-05	7.3867e-05
2.6885e-05	2.4063e-05	3.2032e-05
4.2933e-05	4.3992e-05	4.3154e-05
3.1906e-05	2.4671e-05	2.404e-05
4.6032e-05	4.3489e-05	4.1433e-05
0.00010858	8.2705e-05	5.3915e-05
2.6589e-05	4.9913e-05	2.3406e-05
7.4945e-05	6.1132e-05	5.1618e-05
4.7468e-05	2.7923e-05	1.7474e-05
9.5507e-05	6.7338e-05	7.7501e-05
6.9442e-05	5.6118e-05	5.0768e-05
3.1998e-05	1.8009e-05	1.9814e-05
5.5049e-05	3.9209e-05	2.0894e-05
4.3559e-05	3.3284e-05	3.54e-05
4.6412e-05	5.3474e-05	3.3977e-05
7.3378e-05	0.00010191	9.5814e-05
2.1018e-05	2.2788e-05	1.5193e-05
2.0571e-05	1.8432e-05	1.7956e-05
1.3999e-05	2.5672e-05	1.0361e-05
2.8677e-05	2.7755e-05	2.7848e-05
9.9142e-06	2.069e-05	2.1299e-05
1.8299e-05	2.8066e-05	2.0178e-05
1.4704e-05	2.3854e-05	1.9977e-05
9.1903e-06	1.5777e-05	1.5468e-05
1.3141e-05	1.985e-05	1.062e-05
8.3768e-06	2.3179e-05	5.7259e-06
2.1576e-05	3.7917e-05	2.1202e-05
3.7942e-05	4.6474e-05	3.7889e-05
1.6135e-05	1.7269e-05	1.1569e-05
2.2419e-05	1.8667e-05	2.7144e-05
6.0714e-06	1.5799e-05	1.0642e-05
1.8297e-05	3.2224e-05	1.7718e-05
3.4098e-05	1.5917e-05	2.0437e-05
2.3808e-05	2.587e-05	2.102e-05
1.9539e-05	2.6809e-05	0.00018839
1.7984e-05	2.3226e-05	2.6517e-05
1.8876e-05	1.7814e-05	1.0049e-05
1.6456e-05	1.901e-05	1.6594e-05
1.518e-05	1.4581e-05	7.1936e-06
4.5937e-05	1.1958e-05	1.6215e-05
2.064e-05	1.1973e-05	1.7441e-05
9.4564e-06	1.3366e-05	3.1693e-05
3.2293e-05	1.8427e-05	1.4614e-05
4.0105e-05	3.6103e-05	4.9118e-05
3.384e-05	2.3435e-05	2.5274e-05
3.1121e-05	2.4012e-05	3.1318e-05
1.1654e-05	4.913e-06	1.9305e-05
1.3285e-05	1.3963e-05	2.3545e-05
5.2003e-05	3.329e-05	1.9381e-05
8.6355e-05	3.033e-05	2.7494e-05
2.6847e-05	2.4634e-05	1.9878e-05
2.3541e-05	2.6227e-05	1.8914e-05
1.571e-05	1.3329e-05	1.2523e-05
2.3112e-05	2.4192e-05	1.0242e-05
2.0276e-05	2.7243e-05	3.0033e-05
3.6351e-05	2.6401e-05	1.068e-05
3.0647e-05	2.3685e-05	7.744e-06
5.3135e-06	2.495e-05	1.2582e-05
3.0608e-05	6.0006e-05	2.1186e-05
3.2572e-05	5.0211e-05	5.0295e-05
1.8082e-05	2.8651e-05	2.5647e-05
2.4803e-05	2.1325e-05	3.8644e-05
1.3806e-05	9.9905e-06	3.9136e-05
1.6659e-05	1.3672e-05	1.2893e-05
